recorded_at_utc,summary_phase,cycle_number,session_asset,session_event_id,session_market_id,session_condition_id,session_title,session_slug,window_start_utc,window_end_utc,time_left,balance,cash,open_value,exposure,lifetime_buys,realized,unrealized,trades,market_max_alpha,avg_max_alpha,first_entry_rule,total_trades,avg_win_rate_per_trade,avg_trades_per_market,avg_buy_alpha,balance_std_dev,overall_return,return_per_market,return_per_day,this_market,start_ref,current_ref,sigma_per_sqrt_s,fair_up,cycle_duration,reconnects
2026-04-16T03:00:05.181012+00:00,finished,67,ethereum,380480,1988078,0xf5433cf2ab9fe694f9669351f43a194db46fbc38a73b7b6625800a094aa095d6,"Ethereum Up or Down - April 15, 10:55PM-11:00PM ET",eth-updown-5m-1776308100,2026-04-16T02:55:00+00:00,2026-04-16T03:00:00+00:00,0s,$87.41,$87.41,$0.00,$0.00 / $3.00,$0.91 / $3.00,$4.10,$0.00,7,0.9894,0.3795,used,204,51.8%,3.04,+0.2200,$0.83,74.8%,0.9%,255.1%,4.9%,2357.3750,2356.7250,0.141703,0.0000,4m 59s,0
2026-04-16T03:05:05.165959+00:00,finished,68,ethereum,380487,1988115,0x5fc499afc47ae0fb88971eb8278a9458c2d5e278b207c8e1f02f46063c8f4124,"Ethereum Up or Down - April 15, 11:00PM-11:05PM ET",eth-updown-5m-1776308400,2026-04-16T03:00:00+00:00,2026-04-16T03:05:00+00:00,0s,$87.78,$87.78,$0.00,$0.00 / $3.00,$0.63 / $3.00,$0.37,$0.00,1,0.1661,0.3764,used,205,52.1%,3.01,+0.2194,$0.02,75.6%,0.9%,253.1%,0.4%,2356.8150,2360.6600,0.149093,1.0000,4m 59s,0
2026-04-16T03:10:05.207798+00:00,finished,69,ethereum,380501,1988135,0xa2f45634fade181acac5a561712eacc37d29704482dfe1caf3ae8772d75dab66,"Ethereum Up or Down - April 15, 11:05PM-11:10PM ET",eth-updown-5m-1776308700,2026-04-16T03:05:00+00:00,2026-04-16T03:10:00+00:00,0s,$85.41,$85.41,$0.00,$0.00 / $3.00,$2.38 / $3.00,$-2.36,$0.00,6,0.3329,0.3757,used,211,50.8%,3.06,+0.2187,$0.98,70.8%,0.8%,238.2%,-2.7%,2360.6150,2356.8950,0.159727,0.0000,4m 59s,0
2026-04-16T03:15:05.805417+00:00,finished,70,ethereum,380510,1988143,0xb35019fceb86b3243f4bd6c72f3649a569613c08214d20ffb012cb4eccff0e2d,"Ethereum Up or Down - April 15, 11:10PM-11:15PM ET",eth-updown-5m-1776309000,2026-04-16T03:10:00+00:00,2026-04-16T03:15:00+00:00,0s,$85.02,$85.02,$0.00,$0.00 / $3.00,$0.39 / $3.00,$-0.39,$0.00,1,0.1583,0.3726,used,212,50.5%,3.03,+0.2184,$0.08,70.0%,0.8%,232.9%,-0.5%,2357.7250,2358.8150,0.161417,1.0000,4m 58s,0
2026-04-16T03:20:05.812282+00:00,finished,71,ethereum,380523,1988170,0xacb56af510662b37e084ac8a70404980db7c7fdfe32380cc8a4701e3858f7f99,"Ethereum Up or Down - April 15, 11:15PM-11:20PM ET",eth-updown-5m-1776309300,2026-04-16T03:15:00+00:00,2026-04-16T03:20:00+00:00,0s,$84.80,$84.80,$0.00,$0.00 / $3.00,$0.22 / $3.00,$-0.22,$0.00,1,0.1852,0.3700,used,213,50.2%,3.00,+0.2179,$0.01,69.6%,0.8%,228.6%,-0.3%,2359.0750,2363.2850,0.162739,1.0000,4m 59s,0
2026-04-16T03:25:05.197897+00:00,finished,72,ethereum,380526,1988173,0x0ed34c0cc5ea1785b41e9c5a7b410725a85d5d586b5f033a34f7ff7a917621c4,"Ethereum Up or Down - April 15, 11:20PM-11:25PM ET",eth-updown-5m-1776309600,2026-04-16T03:20:00+00:00,2026-04-16T03:25:00+00:00,0s,$84.39,$84.39,$0.00,$0.00 / $3.00,$1.41 / $3.00,$-0.41,$0.00,5,0.2304,0.3680,used,218,49.5%,3.03,+0.2173,$0.26,68.8%,0.8%,223.5%,-0.5%,2363.2850,2364.0250,0.127558,1.0000,4m 58s,0
2026-04-16T03:30:05.207068+00:00,finished,73,ethereum,380539,1988199,0x6e9ba4cd42a2412a824bfab5486d98ae8ee7792d1b32f408d83ea007461444e5,"Ethereum Up or Down - April 15, 11:25PM-11:30PM ET",eth-updown-5m-1776309900,2026-04-16T03:25:00+00:00,2026-04-16T03:30:00+00:00,0s,$84.39,$84.39,$0.00,$0.00 / $3.00,$0.00 / $3.00,$0.00,$0.00,0,0.0936,0.3643,armed,218,49.5%,2.99,+0.2173,$0.00,68.8%,0.8%,220.4%,0.0%,2364.0250,2361.5150,0.139340,0.0000,4m 59s,0
2026-04-16T03:35:05.184203+00:00,finished,74,ethereum,380552,1988214,0xabb58d3ed957d23cf4cea07492fda0a60dc670dc931efa0076161ad41a811b8c,"Ethereum Up or Down - April 15, 11:30PM-11:35PM ET",eth-updown-5m-1776310200,2026-04-16T03:30:00+00:00,2026-04-16T03:35:00+00:00,0s,$83.90,$83.90,$0.00,$0.00 / $3.00,$0.50 / $3.00,$-0.50,$0.00,1,0.1996,0.3621,used,219,49.3%,2.96,+0.2170,$0.05,67.8%,0.7%,215.2%,-0.6%,2361.5150,2358.8150,0.160140,0.0000,4m 59s,0
2026-04-16T03:40:05.368831+00:00,finished,75,ethereum,380560,1988245,0xe17ee2d6453b94ae301c6a47ea7e63e96787aca0f3b6f3e714b75b893ffefe48,"Ethereum Up or Down - April 15, 11:35PM-11:40PM ET",eth-updown-5m-1776310500,2026-04-16T03:35:00+00:00,2026-04-16T03:40:00+00:00,0s,$84.26,$84.26,$0.00,$0.00 / $3.00,$0.63 / $3.00,$0.37,$0.00,1,0.1241,0.3589,used,220,49.5%,2.93,+0.2165,$0.03,68.5%,0.7%,214.0%,0.4%,2358.8150,2361.1550,0.102626,1.0000,5m 00s,0
2026-04-16T03:45:05.604627+00:00,finished,76,ethereum,380567,1988249,0xed2bb90208f387cffaaf3ebcc128781afd707669da0c7855e9f63f10a3bd65e5,"Ethereum Up or Down - April 15, 11:40PM-11:45PM ET",eth-updown-5m-1776310800,2026-04-16T03:40:00+00:00,2026-04-16T03:45:00+00:00,0s,$83.40,$83.40,$0.00,$0.00 / $3.00,$1.75 / $3.00,$-0.86,$0.00,8,0.6454,0.3627,used,228,49.1%,3.00,+0.2227,$0.41,66.8%,0.7%,207.3%,-1.0%,2361.1550,2361.4150,0.110765,1.0000,4m 59s,0
2026-04-16T03:50:05.383857+00:00,finished,77,ethereum,380586,1988269,0x878d4726c1eb15ccbbf445572f9d1517b247a04cf91bd39fd5495a77b9b8978a,"Ethereum Up or Down - April 15, 11:45PM-11:50PM ET",eth-updown-5m-1776311100,2026-04-16T03:45:00+00:00,2026-04-16T03:50:00+00:00,0s,$84.00,$84.00,$0.00,$0.00 / $3.00,$0.40 / $3.00,$0.60,$0.00,1,0.1649,0.3601,used,229,49.3%,2.97,+0.2222,$0.23,68.0%,0.7%,207.3%,0.7%,2361.4150,2359.9850,0.136789,0.0000,4m 59s,0
2026-04-16T03:55:05.427113+00:00,finished,78,ethereum,380592,1988275,0x47862032a11f0f183e557978bec856d6713988090410ee712d49efc5707a3b24,"Ethereum Up or Down - April 15, 11:50PM-11:55PM ET",eth-updown-5m-1776311400,2026-04-16T03:50:00+00:00,2026-04-16T03:55:00+00:00,0s,$87.46,$87.46,$0.00,$0.00 / $3.00,$1.54 / $3.00,$3.46,$0.00,5,0.6733,0.3641,used,234,50.5%,3.00,+0.2247,$1.12,74.9%,0.8%,219.8%,4.1%,2360.2350,2361.0550,0.125828,1.0000,4m 58s,0
2026-04-16T04:00:05.231090+00:00,finished,79,ethereum,380616,1988347,0x93cbd9a231bae18a4839cb28caa22aef28ffb0988a06634250ae693571f2bb01,"Ethereum Up or Down - April 15, 11:55PM-12:00AM ET",eth-updown-5m-1776311700,2026-04-16T03:55:00+00:00,2026-04-16T04:00:00+00:00,0s,$87.46,$87.46,$0.00,$0.00 / $3.00,$0.00 / $3.00,$0.00,$0.00,0,0.0951,0.3607,armed,234,50.5%,2.96,+0.2247,$0.00,74.9%,0.8%,217.0%,0.0%,2361.0550,2357.4150,0.094538,0.0000,4m 59s,1
2026-04-16T04:05:05.206424+00:00,finished,80,ethereum,380676,1988837,0x86b80febf989b259ec1d04b7215fb5aeaef6d400e80b896d41c45e286301e262,"Ethereum Up or Down - April 16, 12:00AM-12:05AM ET",eth-updown-5m-1776312000,2026-04-16T04:00:00+00:00,2026-04-16T04:05:00+00:00,0s,$85.60,$85.60,$0.00,$0.00 / $3.00,$1.90 / $3.00,$-1.86,$0.00,8,0.2448,0.3593,used,242,49.1%,3.02,+0.2239,$0.09,71.2%,0.7%,206.7%,-2.1%,2357.8000,2357.3350,0.124861,0.0000,4m 58s,0
2026-04-16T04:10:05.447530+00:00,finished,81,ethereum,380687,1988852,0x479ee6a9f58cc04f59e7e15f2e636d69f1d55933f98664f4128cd6946528634c,"Ethereum Up or Down - April 16, 12:05AM-12:10AM ET",eth-updown-5m-1776312300,2026-04-16T04:05:00+00:00,2026-04-16T04:10:00+00:00,0s,$86.60,$86.60,$0.00,$0.00 / $3.00,$1.00 / $3.00,$1.00,$0.00,2,0.2163,0.3575,used,244,49.6%,3.01,+0.2233,$0.09,73.2%,0.7%,208.3%,1.2%,2356.5100,2358.5950,0.172322,1.0000,5m 00s,0
2026-04-16T04:15:05.266671+00:00,finished,82,ethereum,380693,1988855,0x721122e930244408afdddde6782166acebeaa5d70b212f8d08a4a1e72c3c7bcf,"Ethereum Up or Down - April 16, 12:10AM-12:15AM ET",eth-updown-5m-1776312600,2026-04-16T04:10:00+00:00,2026-04-16T04:15:00+00:00,0s,$86.42,$86.42,$0.00,$0.00 / $3.00,$0.18 / $3.00,$-0.18,$0.00,1,0.1620,0.3551,used,245,49.3%,2.99,+0.2229,$0.17,72.8%,0.7%,205.0%,-0.2%,2358.6850,2359.1350,0.149900,1.0000,4m 58s,0
2026-04-16T04:20:05.427038+00:00,finished,83,ethereum,380698,1988876,0x76d1853a01004fafb2e80748ac54251528d6102471152cd403fd164699f43c88,"Ethereum Up or Down - April 16, 12:15AM-12:20AM ET",eth-updown-5m-1776312900,2026-04-16T04:15:00+00:00,2026-04-16T04:20:00+00:00,0s,$89.52,$89.52,$0.00,$0.00 / $3.00,$1.90 / $3.00,$3.10,$0.00,5,0.4317,0.3560,used,250,50.4%,3.01,+0.2233,$1.43,79.0%,0.7%,215.0%,3.6%,2359.2400,2361.0150,0.145689,1.0000,4m 59s,0
2026-04-16T04:25:05.603555+00:00,finished,84,ethereum,380716,1988893,0xf79fef421163e3a4758374ab89072842f4249fc258a0fb4273709765f33a323a,"Ethereum Up or Down - April 16, 12:20AM-12:25AM ET",eth-updown-5m-1776313200,2026-04-16T04:20:00+00:00,2026-04-16T04:25:00+00:00,0s,$90.01,$90.01,$0.00,$0.00 / $3.00,$0.52 / $3.00,$0.48,$0.00,1,0.1905,0.3541,used,251,50.6%,2.99,+0.2228,$0.01,80.0%,0.7%,214.3%,0.5%,2361.0550,2357.9950,0.125139,0.0000,4m 59s,0
2026-04-16T04:30:05.362060+00:00,finished,85,ethereum,380729,1988974,0x2efaeba5528b73d62347cc5072531c14ab1ad1f3fb83e1a89fe00ef51d381ab2,"Ethereum Up or Down - April 16, 12:25AM-12:30AM ET",eth-updown-5m-1776313500,2026-04-16T04:25:00+00:00,2026-04-16T04:30:00+00:00,0s,$90.40,$90.40,$0.00,$0.00 / $3.00,$0.72 / $3.00,$0.39,$0.00,3,0.2096,0.3524,used,254,50.6%,2.99,+0.2222,$0.15,80.8%,0.7%,213.2%,0.4%,2357.9950,2358.9950,0.090360,1.0000,4m 59s,0
2026-04-16T04:35:05.170494+00:00,finished,86,ethereum,380731,1988977,0x05b9071f31435fafa2b4ff3377ea1aa7aab75891aee7778d38f33a418f3bceb4,"Ethereum Up or Down - April 16, 12:30AM-12:35AM ET",eth-updown-5m-1776313800,2026-04-16T04:30:00+00:00,2026-04-16T04:35:00+00:00,0s,$90.21,$90.21,$0.00,$0.00 / $3.00,$0.19 / $3.00,$-0.19,$0.00,1,0.1646,0.3502,used,255,50.4%,2.97,+0.2218,$0.02,80.4%,0.7%,210.1%,-0.2%,2359.0750,2358.5350,0.158551,0.0000,4m 58s,0
2026-04-16T04:40:05.367947+00:00,finished,87,ethereum,380754,1989056,0xc6c1eed5bc64552b270249779f658be1c7718fd3a9a6ef8ab0643cb6cc06c302,"Ethereum Up or Down - April 16, 12:35AM-12:40AM ET",eth-updown-5m-1776314100,2026-04-16T04:35:00+00:00,2026-04-16T04:40:00+00:00,0s,$89.90,$89.90,$0.00,$0.00 / $3.00,$0.31 / $3.00,$-0.31,$0.00,1,0.1199,0.3475,used,256,50.2%,2.94,+0.2214,$0.01,79.8%,0.7%,206.5%,-0.3%,2358.5350,2361.0950,0.102777,1.0000,5m 00s,0
2026-04-16T04:45:05.380866+00:00,finished,88,ethereum,380788,1989090,0x6a47fa76556d558f0ff28e5ce9d75c8d6c6e25afd325c4629bc0fe6f94c4ad1d,"Ethereum Up or Down - April 16, 12:40AM-12:45AM ET",eth-updown-5m-1776314400,2026-04-16T04:40:00+00:00,2026-04-16T04:45:00+00:00,0s,$88.57,$88.57,$0.00,$0.00 / $3.00,$1.36 / $3.00,$-1.33,$0.00,6,0.2825,0.3468,used,262,49.2%,2.98,+0.2208,$0.06,77.1%,0.7%,199.3%,-1.5%,2361.1150,2361.9550,0.159206,1.0000,4m 58s,0
2026-04-16T04:50:05.207617+00:00,finished,89,ethereum,380831,1989153,0x1edcb005892f8b87c410dc329e63655294b1ac4c84c7c57ebffbd6e75036cbbb,"Ethereum Up or Down - April 16, 12:45AM-12:50AM ET",eth-updown-5m-1776314700,2026-04-16T04:45:00+00:00,2026-04-16T04:50:00+00:00,0s,$87.77,$87.77,$0.00,$0.00 / $3.00,$0.79 / $3.00,$-0.79,$0.00,3,0.3565,0.3469,used,265,48.6%,2.98,+0.2203,$0.01,75.5%,0.7%,194.2%,-0.9%,2362.1350,2354.7950,0.395737,0.0000,4m 59s,0
2026-04-16T04:55:05.379987+00:00,finished,90,ethereum,380841,1989165,0x5626726f7c2476039b38fc0ec80968a3a400b361bbdd44297a560dc7a005c8c3,"Ethereum Up or Down - April 16, 12:50AM-12:55AM ET",eth-updown-5m-1776315000,2026-04-16T04:50:00+00:00,2026-04-16T04:55:00+00:00,0s,$86.21,$86.21,$0.00,$0.00 / $3.00,$1.57 / $3.00,$-1.57,$0.00,5,0.3141,0.3465,used,270,47.6%,3.00,+0.2197,$0.12,72.4%,0.6%,186.3%,-1.8%,2354.4950,2355.1150,0.191222,1.0000,4m 59s,0
2026-04-16T05:00:05.658120+00:00,finished,91,ethereum,380855,1989177,0xc9a581148a368ebd90f8a23adfeb190094c83c27f27e199bfcfbfd054363c8bc,"Ethereum Up or Down - April 16, 12:55AM-1:00AM ET",eth-updown-5m-1776315300,2026-04-16T04:55:00+00:00,2026-04-16T05:00:00+00:00,0s,$84.18,$84.18,$0.00,$0.00 / $3.00,$2.02 / $3.00,$-2.02,$0.00,5,0.4013,0.3471,used,275,46.7%,3.02,+0.2192,$0.82,68.4%,0.6%,176.8%,-2.3%,2355.1150,2354.1350,0.120890,0.0000,5m 00s,0
2026-04-16T05:05:05.466084+00:00,finished,92,ethereum,380864,1989220,0x68fa7824f0ed9fb650d5be51fb673e7b967ac03fa535796339fe2bcd3aab87ca,"Ethereum Up or Down - April 16, 1:00AM-1:05AM ET",eth-updown-5m-1776315600,2026-04-16T05:00:00+00:00,2026-04-16T05:05:00+00:00,0s,$84.23,$84.23,$0.00,$0.00 / $3.00,$0.95 / $3.00,$0.05,$0.00,2,0.2069,0.3456,used,277,46.7%,3.01,+0.2187,$0.02,68.5%,0.6%,175.1%,0.1%,2354.1350,2354.9450,0.148579,1.0000,4m 58s,0
2026-04-16T05:10:05.717751+00:00,finished,93,ethereum,380877,1989236,0x0285ccc96c718ff6a14522bee7c32fc819d46362d3dc575f3da91c24be2a44a6,"Ethereum Up or Down - April 16, 1:05AM-1:10AM ET",eth-updown-5m-1776315900,2026-04-16T05:05:00+00:00,2026-04-16T05:10:00+00:00,0s,$82.40,$82.40,$0.00,$0.00 / $3.00,$1.87 / $3.00,$-1.83,$0.00,6,0.2694,0.3448,used,283,45.8%,3.04,+0.2183,$0.04,64.8%,0.6%,166.5%,-2.2%,2354.9450,2351.6950,0.140516,0.0000,5m 00s,0
2026-04-16T05:15:05.380107+00:00,finished,94,ethereum,380885,1989244,0x66c4d530ac4ed47d2a92379561c43595508a678bbd853ad0023bf3c2830dba02,"Ethereum Up or Down - April 16, 1:10AM-1:15AM ET",eth-updown-5m-1776316200,2026-04-16T05:10:00+00:00,2026-04-16T05:15:00+00:00,0s,$82.19,$82.19,$0.00,$0.00 / $3.00,$0.21 / $3.00,$-0.21,$0.00,1,0.1054,0.3422,used,284,45.7%,3.02,+0.2179,$0.03,64.4%,0.6%,163.9%,-0.3%,2351.6850,2352.7850,0.111925,1.0000,4m 58s,0
2026-04-16T05:20:05.152880+00:00,finished,95,ethereum,380902,1989273,0xf797dc06c9c27d9e5c611e8965e744770fb69cc8be759caa895f85f3b106c7be,"Ethereum Up or Down - April 16, 1:15AM-1:20AM ET",eth-updown-5m-1776316500,2026-04-16T05:15:00+00:00,2026-04-16T05:20:00+00:00,0s,$82.72,$82.72,$0.00,$0.00 / $3.00,$0.47 / $3.00,$0.53,$0.00,1,0.1283,0.3400,used,285,45.9%,3.00,+0.2175,$0.06,65.4%,0.6%,164.2%,0.7%,2352.8550,2354.0650,0.103002,1.0000,4m 59s,0
2026-04-16T05:25:05.199701+00:00,finished,96,ethereum,380908,1989279,0xef3b159f67cd97120a01e09e2cf2a94b74406ab2651000ef5247e0ad7373282f,"Ethereum Up or Down - April 16, 1:20AM-1:25AM ET",eth-updown-5m-1776316800,2026-04-16T05:20:00+00:00,2026-04-16T05:25:00+00:00,0s,$83.06,$83.06,$0.00,$0.00 / $3.00,$0.66 / $3.00,$0.34,$0.00,1,0.1441,0.3380,used,286,46.1%,2.98,+0.2171,$0.02,66.1%,0.6%,163.7%,0.4%,2354.0550,2356.0550,0.071735,1.0000,4m 58s,0
2026-04-16T05:30:05.217125+00:00,finished,97,ethereum,380914,1989335,0x522a013629de6908cec4f83d977f4e24ba0cbe9b464ddea2b7cfc570a3dfd1cb,"Ethereum Up or Down - April 16, 1:25AM-1:30AM ET",eth-updown-5m-1776317100,2026-04-16T05:25:00+00:00,2026-04-16T05:30:00+00:00,0s,$84.44,$84.44,$0.00,$0.00 / $3.00,$2.59 / $3.00,$1.38,$0.00,6,0.3644,0.3382,used,292,46.9%,3.01,+0.2167,$0.03,68.9%,0.6%,166.9%,1.7%,2356.0550,2359.0150,0.146265,1.0000,4m 59s,0
2026-04-16T05:35:05.147092+00:00,finished,98,ethereum,380919,1989341,0x19446931d89633a51c8f985d4252f842ad367bc5bd24ef175c87d3a5ed3b9625,"Ethereum Up or Down - April 16, 1:30AM-1:35AM ET",eth-updown-5m-1776317400,2026-04-16T05:30:00+00:00,2026-04-16T05:35:00+00:00,0s,$83.62,$83.62,$0.00,$0.00 / $3.00,$0.82 / $3.00,$-0.82,$0.00,5,0.5926,0.3408,used,297,46.0%,3.03,+0.2170,$0.25,67.2%,0.6%,162.4%,-1.0%,2359.0850,2360.4250,0.138944,1.0000,4m 58s,0
2026-04-16T05:40:05.699122+00:00,finished,99,ethereum,380938,1989378,0x5ea05d50fd3a4d5e2f28b91e8b917ebcec444405bdbe6075135585b965b1332b,"Ethereum Up or Down - April 16, 1:35AM-1:40AM ET",eth-updown-5m-1776317700,2026-04-16T05:35:00+00:00,2026-04-16T05:40:00+00:00,0s,$83.17,$83.17,$0.00,$0.00 / $3.00,$0.45 / $3.00,$-0.45,$0.00,2,0.2047,0.3394,used,299,45.7%,3.02,+0.2166,$0.18,66.3%,0.6%,159.2%,-0.5%,2360.5600,2361.1650,0.163053,1.0000,5m 00s,0
2026-04-16T05:45:05.141849+00:00,finished,100,ethereum,380947,1989386,0xbfd91895e7c3efa3e153ee51d03446f4bfa26737e626c11a25590a79b5e4d294,"Ethereum Up or Down - April 16, 1:40AM-1:45AM ET",eth-updown-5m-1776318000,2026-04-16T05:40:00+00:00,2026-04-16T05:45:00+00:00,0s,$83.17,$83.17,$0.00,$0.00 / $3.00,$0.00 / $3.00,$0.00,$0.00,0,0.0912,0.3370,armed,299,45.7%,2.99,+0.2166,$0.00,66.3%,0.5%,157.6%,0.0%,2361.1650,2358.7250,0.104391,0.0000,4m 58s,0
2026-04-16T05:50:05.424648+00:00,finished,101,ethereum,380950,1989390,0xeb4b733db00a6568e8dac7df0c611fc42619b955cf0e0a036ed055a7fd4f078a,"Ethereum Up or Down - April 16, 1:45AM-1:50AM ET",eth-updown-5m-1776318300,2026-04-16T05:45:00+00:00,2026-04-16T05:50:00+00:00,0s,$81.05,$81.05,$0.00,$0.00 / $3.00,$2.14 / $3.00,$-2.12,$0.00,6,0.3467,0.3371,used,305,44.9%,3.02,+0.2164,$0.61,62.1%,0.5%,148.7%,-2.5%,2358.5450,2357.7350,0.087297,0.0000,5m 00s,0
2026-04-16T05:50:07.011079+00:00,started,102,ethereum,380966,1989405,0x66f1e2292866830d5fd8453f4906bb5dac7749fae7ee49c63c4d3f42f952c027,"Ethereum Up or Down - April 16, 1:50AM-1:55AM ET",eth-updown-5m-1776318600,2026-04-16T05:50:00+00:00,2026-04-16T05:55:00+00:00,4m 52s,$81.05,$81.05,$0.00,$0.00 / $3.00,$0.00 / $3.00,$0.00,$0.00,0,0.0000,0.3371,armed,305,44.9%,3.02,+0.2164,-,62.1%,0.5%,148.7%,0.0%,-,-,-,-,-,-
